season	category	title	status	note	best	best_reported	checked	have	source	released	description
2	Main Show	World's End	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 6 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 2.11 GB	1964-11-21	London in the twenty-second century is a ruin patrolled by Daleks, its people worked to death or converted into Robomen. A resistance cell is planning one last attack on the mine the invaders are digging.
2	Main Show	The Daleks	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 6 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 2.34 GB	1964-11-28	London in the twenty-second century is a ruin patrolled by Daleks, its people worked to death or converted into Robomen. A resistance cell is planning one last attack on the mine the invaders are digging.
2	Main Show	Day of Reckoning	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 6 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 2.79 GB	1964-12-05	London in the twenty-second century is a ruin patrolled by Daleks, its people worked to death or converted into Robomen. A resistance cell is planning one last attack on the mine the invaders are digging.
2	Main Show	The End of Tomorrow	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 6 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 2.23 GB	1964-12-12	London in the twenty-second century is a ruin patrolled by Daleks, its people worked to death or converted into Robomen. A resistance cell is planning one last attack on the mine the invaders are digging.
2	Main Show	The Waking Ally	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 6 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 2.12 GB	1964-12-19	London in the twenty-second century is a ruin patrolled by Daleks, its people worked to death or converted into Robomen. A resistance cell is planning one last attack on the mine the invaders are digging.
2	Main Show	Flashpoint	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 6 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 2.41 GB	1964-12-26	London in the twenty-second century is a ruin patrolled by Daleks, its people worked to death or converted into Robomen. A resistance cell is planning one last attack on the mine the invaders are digging.
2	Main Show	The Powerful Enemy	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 1.57 GB	1965-01-02	A crashed ship on Dido holds two survivors waiting for rescue and terrorised by a creature called Koquillion. The Doctor knew this planet as a peaceful place, and the story he is being told does not fit it.
2	Main Show	Desperate Measures	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 1.50 GB	1965-01-09	A crashed ship on Dido holds two survivors waiting for rescue and terrorised by a creature called Koquillion. The Doctor knew this planet as a peaceful place, and the story he is being told does not fit it.
2	Main Show	The Slave Traders	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 1.55 GB	1965-01-16	Resting in a villa outside Rome, the travellers are separated, two sold into slavery and the Doctor mistaken for a murdered lyre player summoned to court. Playing along in front of Nero is safer than admitting the truth.
2	Main Show	All Roads Lead to Rome	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 1.57 GB	1965-01-23	Resting in a villa outside Rome, the travellers are separated, two sold into slavery and the Doctor mistaken for a murdered lyre player summoned to court. Playing along in front of Nero is safer than admitting the truth.
2	Main Show	Conspiracy	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 1.78 GB	1965-01-30	Resting in a villa outside Rome, the travellers are separated, two sold into slavery and the Doctor mistaken for a murdered lyre player summoned to court. Playing along in front of Nero is safer than admitting the truth.
2	Main Show	Inferno	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 1.59 GB	1965-02-06	A drilling project to reach the Earth's crust brings up a green slime that turns men into savage creatures. A mishap throws the Doctor sideways into a fascist Britain where the same drill is further along.
2	Main Show	The Web Planet	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 1.44 GB	1965-02-13	The TARDIS is dragged down to Vortis, a world of ammonia pools where the butterfly-like Menoptra have been driven out by the Zarbi. Something at the planet's heart is directing the insects and is reaching for the ship.
2	Main Show	The Zarbi	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 1.40 GB	1965-02-20	The TARDIS is dragged down to Vortis, a world of ammonia pools where the butterfly-like Menoptra have been driven out by the Zarbi. Something at the planet's heart is directing the insects and is reaching for the ship.
2	Main Show	Escape to Danger	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 1.31 GB	1965-02-27	The TARDIS is dragged down to Vortis, a world of ammonia pools where the butterfly-like Menoptra have been driven out by the Zarbi. Something at the planet's heart is directing the insects and is reaching for the ship.
2	Main Show	Crater of Needles	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 1.49 GB	1965-03-06	The TARDIS is dragged down to Vortis, a world of ammonia pools where the butterfly-like Menoptra have been driven out by the Zarbi. Something at the planet's heart is directing the insects and is reaching for the ship.
2	Main Show	Invasion	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 1.53 GB	1965-03-13	The TARDIS is dragged down to Vortis, a world of ammonia pools where the butterfly-like Menoptra have been driven out by the Zarbi. Something at the planet's heart is directing the insects and is reaching for the ship.
2	Main Show	The Centre	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 1.47 GB	1965-03-20	The TARDIS is dragged down to Vortis, a world of ammonia pools where the butterfly-like Menoptra have been driven out by the Zarbi. Something at the planet's heart is directing the insects and is reaching for the ship.
2	Main Show	The Lion	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 6 DTS 2.0 tracks (episode plus commentaries) and 3 English PGS tracks inside, 2.38 GB	1965-03-27	In Palestine the travellers are caught between Richard the Lionheart and Saladin, with Barbara taken by raiders and Ian sent after her. The Doctor is drawn into a marriage plot that could end the war or widen it.
